"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
0,"Bachelor&quotechars degree",2,"Female",32,"","","Yes","",3
1,"English",2,"Male",24,"None","","Yes","0.60",3
2,"English",2,"Male",47,"no issues it all ran smoothly.","Some attributes are rarer than others which is how I sort of tried to guess where they might fall in comparison to everyone.","Yes","yes",2
3,"English",1,"Male",58,"no","","Yes","yes",1
4,"english",1,"Female",31,"no","","Yes",".50",3
5,"english",1,"Female",33,"no","","Yes",".50",3
6,"english",1,"Male",36,"none","none","Yes",".50",2
7,"English",2,"Female",41,"None","","Yes","0.40",3
8,"english",1,"Female",58,"no","","Yes",".25",1
9,"english",1,"Male",36,"","","Yes",".40",4
10,"English",2,"Female",58,"no","","Yes","100",3
11,"English",1,"Male",23,"no","","Yes","0.40",3
12,"English",2,"Female",39,"","","Yes",".40",3
13,"English",2,"Female",44,"No","","Yes",".40",3
14,"English",-1,"Female",28,"","","Yes",".50",2
15,"",2,"",NA,"no","","Yes","",3
16,"english",0,"Female",45,"none","I would rather judge a person myself than judge someone by another&quotechars opinion. ","Yes","`.40",2
17,"english",2,"Male",21,"no","","Yes",".50",3
18,"English",1,"Male",48,"No","None","Yes","0.30",3
19,"English",2,"Female",35,"","","Yes",".40",2
20,"English",2,"Female",30,"","","Yes","$0.75",3
21,"English",2,"Female",30,"Everything worked accordingly. Thank you","none","Yes","0.45",3
22,"ENGLISH",2,"Female",24,"","","Yes","0.40",3
23,"English",1,"Female",51,"","","Yes","40",3
24,"English",1,"Female",25,"no","","No",".50",2
25,"English ",2,"Male",24,"Nope","Decent hit","Yes",".40",1
26,"",1,"",NA,"","","No","",-1
27,"English",2,"Male",29,"No","","Yes",".50",3
28,"english",1,"Male",38,"none","cool beans","Yes","1",3
29,"english",2,"Female",31,"no","","Yes","yes",3
30,"English",2,"Male",54,"I didn&quotechart have any problems","","Yes",".40",-1
31,"English ",1,"Male",53,"Not at all ","Easy","Yes",".4",3
32,"English",2,"Male",22,"no","","Yes",".40",1
33,"english",2,"Female",22,"no ","hope my feedback was helpful.","Yes",".40",2
34,"American English",2,"Male",33,"None at all.","This was an interesting hit and I have not taken one with this type of setup, I enjoyed it a lot. Also I would predict that by adding a negative before the description of a person (such as, X person is NOT educated), people will be more likely to &quotecharcut them some slack&quotechar and try to not rate them as being &quotecharthe most uneducated person in the world&quotechar.","Yes","$0.50",1
35,"English",1,"Male",45,"","","Yes",".40",3
36,"English",2,"Male",32,"No","Very well done, thank you!","Yes","0.40",4
37,"English",2,"Female",24,"no","Would be interested to know throughout this experiment how trustworthy you view the friend telling you these things.","Yes","yes",3
38,"English",2,"Male",30,"No issues or problems","","Yes",".50",3
39,"English",2,"Male",32,"no","","Yes",".40",3
40,"english",1,"Female",58,"no","","Yes","",1
41,"English",2,"Female",51,"no","","Yes","$10.00",4
42,"English",2,"Female",56,"No","","Yes","40",4
43,"English",2,"Male",51,"no","good HIT","Yes","yes",2
44,"english",2,"Male",35,"","","Yes",".40",2
45,"english",1,"Female",25,"","","Yes","0.50",2
46,"English",2,"Female",19,"","","Yes","0.25-0.40",1
47,"English",1,"Male",28,"","","Yes",".40",2
48,"English",1,"Female",45,"no","","Yes","40",4
49,"english",2,"Female",65,"no","","Yes",".40",3
50,"English",1,"Male",33,"non","","Yes",".40",2
51,"English",2,"Male",25,"","","No",".40",1
52,"English",2,"Male",30,"No","It was an interesting survey.","Yes",".40",3
53,"English",1,"Female",54,"no","","Yes",".40",2
54,"English",2,"Female",32,"No","","Yes","Yes",0
55,"English",1,"Male",26,"no","Thanks","Yes",".40",2
